Product_name,Product_price,Product_rating,No_of_reviews,Product_url,Product ASIN,Product Manufacturer,Product Description
American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK)  ,1199.0,4.0,55008.0,https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1690133099&sprefix=ba%2Caps%2C283&sr=8-4, B07CJCGM1M ," SAMSONITE SOUTH ASIA PVT. LTD GAT NO.159 TO 163,GONDE,TALUKA-IGATPURI NASIK 422403;Tel No. 02553-229700 ","   Laptop Compatibility: No, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No    Outer Material: Polyester, Color: Black    Water Resistance: Water resistant , not Waterproof    Capacity: 32 liters; Dimensions: 31.5 x 22 x 49.5 Centimeters    Number of Wheels: 0, Number of compartments: 3    Warranty type: Manufacturer; 1 year International warranty valid for 1 year from the original date of    Mesh pockets on both sides to accommodate your sipper or bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support    
"
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover  ,849.0,3.9,3224.0,https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1690133099&sprefix=ba%2Caps%2C283&sr=8-5,B09VCLZ3K4,AmazingBags,"   This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.    Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.    Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.    Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.    FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc    
"
Skybags Brat Black 46 Cms Casual Backpack  ,669.0,4.1,5188.0,https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1690133099&sprefix=ba%2Caps%2C283&sr=8-6,B08Z1HHHTD,VIPIndustriesLtd,"   Care Instructions: Hand Wash Only    Combination of functional & safety features in stylish design, Soft mesh back with 8 mm foam padded 2 Main Compartment, 1 Slip In Pocket inside the bag, Printed Design, Mesh bottle holder on the side,    Water Resistance Level: Not Water Resistant    Size: 35 x 13 x 46 cms    
"
"Half Moon 35 Ltrs Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips  ",649.0,3.9,16585.0,https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1690133099&sprefix=ba%2Caps%2C283&sr=8-7,B085MHDJ93,"AmazingBags,Half_Moon,NewDelhi","   Care Instructions: Hand Wash Only    SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort    COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.    SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm    ENDURING & LONG LASTING LAPTOP BACKPACK: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating & to help you lift heavy objects easily.    OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women has Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.    
"
"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)  ",689.0,3.8,2313.0,https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1690133099&sprefix=ba%2Caps%2C283&sr=8-9,B09QJ7ZF2Y,"AmazingBags,Half_Moon,NewDelhi","   Care Instructions: Hand Wash Only    Ease of Access-Multi purpose pockets Super sorted stuff It has a vibrant and stylish design, along with the added benefit of spacious interiors.    Anti - Theft Pocket-Hidden storage pocket for important documents like passports, tickets, cash while on the go.    Integrated Fast charging port-Unique pre-fitted USB port helps you to easily connect your phone or any other device with your power bank. Charging system for smart devices , with free USB (power bank not included )    Care Instructions: Wipe with Dry Cloth    Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.    
"
POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black  ,1399.0,4.1,5734.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjA2NTgxOTk5MDcyNDIzOjE2OTAxMzMwOTk6c3BfbXRmOjMwMDAxMzM0Mjk4MzgzMjo6MDo6&url=%2FPolice-Polyester-laptop-casual-backpack%2Fdp%2FB09CQ5T3LN%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690133099%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,B09CQ5T3LN,"AmazingBags,Half_Moon,NewDelhi","   Care Instructions: Hand Wash Only    Backpack    
"
EUME Tourismo 36L Laptop Backpack Bag with 2 Large Compartment for Work Office & Business Travel for Men & Women | Water Resistance | Fit Up to 16 Inch Laptop  ,2499.0,4.4,7.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNjA2NTgxOTk5MDcyNDIzOjE2OTAxMzMwOTk6c3BfbXRmOjIwMTY3MTU0OTgxMjk4OjowOjo&url=%2FEUME-Tourismo-Backpack-Resistance-15-6-inch%2Fdp%2FB0B4JQSMD5%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690133099%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,B0B4JQSMD5,"EUMELifetsylePvtLtd,EUMELifetsylePvtLtd,CustomerCareEmail:customercare@eumeworld.com,CustomerCareContact:9321366003","   2 Large Compartments 1 Easy access front Pocket with organizer section & 2 mesh side pocket    Capacity : 36 L ; Dimensions : 13X9X19 Inch (LXWXH)    Pretty much everything on this backpack is heavily padded. The laptop compartment is also super protective, so there's no need to worry about your laptop getting all banged and damaged. These bags are made of long lasting fabric and their stylish designs help you to make the best impression. It's features are such to make sure that every day is bright and organized.    Laptop pocket designed for your laptops to give them maximum security. It comes with Ipad Pocket and Pen Pocket which aids in organising your things systematically. A comfortable breathable back and straps to strengthen your shoulder and hence ensures durability.    A roller bag sleeve added feature to make your travelling even more comfortable and convenient. It is water resistance also so that your backpack never loses its good look.    
"
Gear Cello 30 Ltrs Black Laptop Backpack (LBPASPIRE0104)  ,1125.0,4.4,5912.0,https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1690133099&sprefix=ba%2Caps%2C283&sr=8-14,B075MK4TXP,"GearMerchandisePVTLTD,GearMerchandisePVTLTDE/12WestChowbagaGulshancolonyKoLkata-700100Contact9830403366","   Outer Material: Polyester, Color: Black    Water Resistance: Water resistant    Capacity: 30 liters; Dimensions: 50 cms x 34 cms x 18 cms (LxWxH); Number of compartments: 2    Laptop Compatibility: Yes, Laptop Size: 17, Strap Type: Adjustable,    Closure Type: Zipper; Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Age Range Description: Adult; Style Name: Traditional Backpacks    
"
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women (Brown)  ,987.0,4.4,5919.0,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1690133099&sprefix=ba%2Caps%2C283&sr=8-15,B07G4F6XFH,"GearMerchandisePVTLTD,GearMerchandisePVTLTDE/12WestChowbagaGulshancolonyKoLkata-700100Contact9830403366","   Care Instructions: Hand Wash Only    Outer material: synthetic, color: brown    Waterproof    Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 2    Laptop compatibility: yes, laptop size: 16strap type: adjustable    Anti theft waterproof bag with anti sweat fabric on back and shoulder straps    
   USB and headphone cable slot External bottle pocket Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .   Show More  "
"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER  ",1199.0,4.3,560.0,https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1690133099&sprefix=ba%2Caps%2C283&sr=8-20,B0BTD4S4XF,"EXPERTS,China","   Care Instructions: Hand Wash Only    Well Organized compartment ,Security Back Pocket    
"
"uppercase Medium 23 Ltrs Tall Boy (14.6 inch) Laptop Backpack 2500EBP1 3x more water resistant sustainable bag with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty  ",1700.0,4.0,248.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozOTA2MjMyMDY5NDk4Njc3OjE2OTAxMzMxMTU6c3BfYXRmOjIwMDY1NTMzNjg0Njk4OjowOjo&url=%2FPOLICE-ltrs-cms-backpack-PTO020008_1_black%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1690133115%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,B0B81WST7X,"AcefourAccessoriesPvt.Ltd.,AcefourAccessoriesPvt.Ltd.,LodhaSupremusCorp.Tower,Unit1202,12thFloor,SakiViharroad,Chandivali,TungaVillage,Opp.MTNLoffice,AndheriE,Mumbai-400072,Maharashtra,India.CustomerCare:Email:customercare@uppercase.co.in&Contactno.+918691800800","   Care Instructions: Wipe with Damp Cloth    Handcrafted with care and made up of premium quality robust material, Wrinkle free bag and 3x more water resistant with Rainproof zippers    Right sized with sturdy stitching; Dimension: (30.5 cm x 16.2 cm x 46cm); Warranty: 750 days international warranty; Trolley sleeve to securely place the bags on the luggage    GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596)    Padded laptop compartment fits up to 15”, Back padding with Air mesh    Front access pocket for you to easily carry important small items with two bottle holders on the sides, Pocket on the top gives you easy access to your sunglasses or wallet    
"
American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK)  ,1199.0,4.0,55008.0,https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1690133115&sprefix=ba%2Caps%2C283&sr=8-4, B07CJCGM1M ," SAMSONITE SOUTH ASIA PVT. LTD GAT NO.159 TO 163,GONDE,TALUKA-IGATPURI NASIK 422403;Tel No. 02553-229700 ","   Laptop Compatibility: No, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No    Outer Material: Polyester, Color: Black    Water Resistance: Water resistant , not Waterproof    Capacity: 32 liters; Dimensions: 31.5 x 22 x 49.5 Centimeters    Number of Wheels: 0, Number of compartments: 3    Warranty type: Manufacturer; 1 year International warranty valid for 1 year from the original date of    Mesh pockets on both sides to accommodate your sipper or bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support    
"
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover  ,849.0,3.9,3224.0,https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1690133115&sprefix=ba%2Caps%2C283&sr=8-5,B09VCLZ3K4,AmazingBags,"   This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.    Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.    Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.    Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.    FEATURES: Rain Cover, upto 17 inch Laptop compartment, Internal Organiser(Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc    
"
